year,host,metric,value,host_canonical
2002,"Ковельське СЛГП ""Тур""",area_counted,29.0,"Ковельське СЛАП ""Тур"""
2002,К.-Каширське СЛГП,area_counted,21.0,Камінь-Каширськагроліс
2002,"ТзОВ""Феміда-Інтер"" ",area_counted,18.7,Феміда-Інтер
2002,"ТзОВ ""Вікінг""",area_counted,11.8,Вікінг
2002,Шацький ПНП,area_counted,32.2,Шацький НПП
2002,"ДМГ ""Борове""",staff_total,17.0,Борове ЛМГ
2002,"ДМГ ""Горохівське""",staff_total,20.0,Горохівське ЛМГ
2002,"ДМГ ""Старовижівське""",staff_total,21.0,Старовижівське ЛГ
2002,"ДМГ ""Звірівське"" ",staff_total,22.0,Звірівське ЛМГ
2002,В.-Волинське ДЛМГ,staff_total,12.0,Володимир-Волинське ЛМГ
2002,Любешівське ДЛМГ,staff_total,8.0,Любешівське ЛМГ
2002,Ратнівське ДЛМГ,staff_total,5.0,Ратнівське ЛМГ
2002,Городоцький ДЛГ,staff_total,5.0,Городоцьке ЛГ
2002,К.-Каширський ДЛГ,staff_total,4.0,Камінь-Каширське ЛГ
2002,Ківерцівський ДЛГ,staff_total,1.0,Ківерцівське ЛГ
2002,Ковельський ДЛГ,staff_total,1.0,Ковельське ЛГ
2002,Колківський ДЛГ,staff_total,5.0,Колківське ЛГ
2002,Любомльський ДЛГ,staff_total,1.0,Любомльське ЛГ
2002,Маневицький ДЛГ,staff_total,5.0,Маневицьке ЛГ
2002,Цуманський ДЛГ,staff_total,8.0,Цуманське ЛГ
2002,Шацький ДЛГ,staff_total,4.0,Шацьке ЛГ
2002,В.-Волинська р/р УТМР,staff_total,3.0,Володимир-Волинська р/о УТМР
2002,Іваничівська р/р УТМР,staff_total,4.0,Іваничівська р/о УТМР
2002,К.-Каширська р/р УТМР,staff_total,4.0,Камінь-Каширська р/о УТМР
2002,Ківерцівська р/р УТМР,staff_total,4.0,Ківерцівська р/о УТМР
2002,Ковельська р/р УТМР,staff_total,8.0,Ковельська м/о УТМР
2002,Локачинська р/р УТМР,staff_total,3.0,Локачинська р/о УТМР
2002,Луцька р/р УТМР,staff_total,4.0,Луцька р/о УТМР
2002,Любешівська р/р УТМР,staff_total,3.0,Любешівська р/о УТМР
2002,Любомльська р/р УТМР,staff_total,5.0,Любомльська р/о УТМР
2002,Маневицька р/р УТМР,staff_total,2.0,Маневицька р/о УТМР
2002,Ратнівська р/р УТМР,staff_total,2.0,Ратнівська р/о УТМР
2002,Рожищенська р/р УТМР,staff_total,4.0,Рожищенська р/о УТМР
2002,Старовижівська р/р УТМР,staff_total,4.0,Старовижівська р/о УТМР
2002,Шацька р/р УТМР,staff_total,3.0,Шацька р/о УТМР
2002,Облрада УТМР,staff_total,2.0,Облрада УТМР
2002,"Турійське РТМР ""Тур""",staff_total,9.0,Турійське РТМР Тур
2002,"Ковельське СЛГП ""Тур""",staff_total,5.0,"Ковельське СЛАП ""Тур"""
2002,К.-Каширське СЛГП,staff_total,4.0,Камінь-Каширськагроліс
2002,"ТзОВ""Феміда-Інтер"" ",staff_total,9.0,Феміда-Інтер
2002,"ТзОВ ""Вікінг""",staff_total,3.0,Вікінг
2002,Шацький ПНП,staff_total,5.0,Шацький НПП
2002,"ДМГ ""Борове""",staff_biologists,,Борове ЛМГ
2002,"ДМГ ""Горохівське""",staff_biologists,1.0,Горохівське ЛМГ
2002,"ДМГ ""Старовижівське""",staff_biologists,,Старовижівське ЛГ
2002,"ДМГ ""Звірівське"" ",staff_biologists,1.0,Звірівське ЛМГ
2002,В.-Волинське ДЛМГ,staff_biologists,4.0,Володимир-Волинське ЛМГ
2002,Любешівське ДЛМГ,staff_biologists,1.0,Любешівське ЛМГ
2002,Ратнівське ДЛМГ,staff_biologists,1.0,Ратнівське ЛМГ
2002,Городоцький ДЛГ,staff_biologists,1.0,Городоцьке ЛГ
2002,К.-Каширський ДЛГ,staff_biologists,1.0,Камінь-Каширське ЛГ
2002,Ківерцівський ДЛГ,staff_biologists,1.0,Ківерцівське ЛГ
2002,Ковельський ДЛГ,staff_biologists,,Ковельське ЛГ
2002,Колківський ДЛГ,staff_biologists,1.0,Колківське ЛГ
2002,Любомльський ДЛГ,staff_biologists,,Любомльське ЛГ
2002,Маневицький ДЛГ,staff_biologists,1.0,Маневицьке ЛГ
2002,Цуманський ДЛГ,staff_biologists,1.0,Цуманське ЛГ
2002,Шацький ДЛГ,staff_biologists,,Шацьке ЛГ
2002,В.-Волинська р/р УТМР,staff_biologists,,Володимир-Волинська р/о УТМР
2002,Іваничівська р/р УТМР,staff_biologists,,Іваничівська р/о УТМР
2002,К.-Каширська р/р УТМР,staff_biologists,,Камінь-Каширська р/о УТМР
2002,Ківерцівська р/р УТМР,staff_biologists,,Ківерцівська р/о УТМР
2002,Ковельська р/р УТМР,staff_biologists,,Ковельська м/о УТМР
2002,Локачинська р/р УТМР,staff_biologists,,Локачинська р/о УТМР
2002,Луцька р/р УТМР,staff_biologists,,Луцька р/о УТМР
2002,Любешівська р/р УТМР,staff_biologists,,Любешівська р/о УТМР
2002,Любомльська р/р УТМР,staff_biologists,,Любомльська р/о УТМР
2002,Маневицька р/р УТМР,staff_biologists,,Маневицька р/о УТМР
2002,Ратнівська р/р УТМР,staff_biologists,,Ратнівська р/о УТМР
2002,Рожищенська р/р УТМР,staff_biologists,,Рожищенська р/о УТМР
2002,Старовижівська р/р УТМР,staff_biologists,,Старовижівська р/о УТМР
2002,Шацька р/р УТМР,staff_biologists,,Шацька р/о УТМР
2002,Облрада УТМР,staff_biologists,1.0,Облрада УТМР
2002,"Турійське РТМР ""Тур""",staff_biologists,1.0,Турійське РТМР Тур
2002,"Ковельське СЛГП ""Тур""",staff_biologists,1.0,"Ковельське СЛАП ""Тур"""
2002,К.-Каширське СЛГП,staff_biologists,1.0,Камінь-Каширськагроліс
2002,"ТзОВ""Феміда-Інтер"" ",staff_biologists,,Феміда-Інтер
2002,"ТзОВ ""Вікінг""",staff_biologists,1.0,Вікінг
2002,Шацький ПНП,staff_biologists,1.0,Шацький НПП
2002,"ДМГ ""Борове""",staff_rangers,8.0,Борове ЛМГ
2002,"ДМГ ""Горохівське""",staff_rangers,14.0,Горохівське ЛМГ
2002,"ДМГ ""Старовижівське""",staff_rangers,12.0,Старовижівське ЛГ
2002,"ДМГ ""Звірівське"" ",staff_rangers,10.0,Звірівське ЛМГ
2002,В.-Волинське ДЛМГ,staff_rangers,8.0,Володимир-Волинське ЛМГ
2002,Любешівське ДЛМГ,staff_rangers,7.0,Любешівське ЛМГ
2002,Ратнівське ДЛМГ,staff_rangers,4.0,Ратнівське ЛМГ
2002,Городоцький ДЛГ,staff_rangers,4.0,Городоцьке ЛГ
2002,К.-Каширський ДЛГ,staff_rangers,3.0,Камінь-Каширське ЛГ
2002,Ківерцівський ДЛГ,staff_rangers,,Ківерцівське ЛГ
2002,Ковельський ДЛГ,staff_rangers,1.0,Ковельське ЛГ
2002,Колківський ДЛГ,staff_rangers,4.0,Колківське ЛГ
2002,Любомльський ДЛГ,staff_rangers,1.0,Любомльське ЛГ
2002,Маневицький ДЛГ,staff_rangers,4.0,Маневицьке ЛГ
2002,Цуманський ДЛГ,staff_rangers,7.0,Цуманське ЛГ
2002,Шацький ДЛГ,staff_rangers,4.0,Шацьке ЛГ
2002,В.-Волинська р/р УТМР,staff_rangers,3.0,Володимир-Волинська р/о УТМР
2002,Іваничівська р/р УТМР,staff_rangers,4.0,Іваничівська р/о УТМР
2002,К.-Каширська р/р УТМР,staff_rangers,4.0,Камінь-Каширська р/о УТМР
2002,Ківерцівська р/р УТМР,staff_rangers,4.0,Ківерцівська р/о УТМР
2002,Ковельська р/р УТМР,staff_rangers,6.0,Ковельська м/о УТМР
2002,Локачинська р/р УТМР,staff_rangers,3.0,Локачинська р/о УТМР
2002,Луцька р/р УТМР,staff_rangers,4.0,Луцька р/о УТМР
2002,Любешівська р/р УТМР,staff_rangers,3.0,Любешівська р/о УТМР
2002,Любомльська р/р УТМР,staff_rangers,5.0,Любомльська р/о УТМР
2002,Маневицька р/р УТМР,staff_rangers,2.0,Маневицька р/о УТМР
2002,Ратнівська р/р УТМР,staff_rangers,2.0,Ратнівська р/о УТМР
2002,Рожищенська р/р УТМР,staff_rangers,3.0,Рожищенська р/о УТМР
2002,Старовижівська р/р УТМР,staff_rangers,4.0,Старовижівська р/о УТМР
2002,Шацька р/р УТМР,staff_rangers,3.0,Шацька р/о УТМР
2002,Облрада УТМР,staff_rangers,2.0,Облрада УТМР
2002,"Турійське РТМР ""Тур""",staff_rangers,7.0,Турійське РТМР Тур
2002,"Ковельське СЛГП ""Тур""",staff_rangers,4.0,"Ковельське СЛАП ""Тур"""
2002,К.-Каширське СЛГП,staff_rangers,3.0,Камінь-Каширськагроліс
2002,"ТзОВ""Феміда-Інтер"" ",staff_rangers,8.0,Феміда-Інтер
2002,"ТзОВ ""Вікінг""",staff_rangers,2.0,Вікінг
2002,Шацький ПНП,staff_rangers,4.0,Шацький НПП
2003,"ДМГ ""Борове""",area_total,25.1,Борове ЛМГ
2003,"ДМГ ""Горохівське""",area_total,92.2,Горохівське ЛМГ
2003,"ДМГ ""Старовижівське""",area_total,38.3,Старовижівське ЛГ
2003,"ДМГ ""Звірівське"" ",area_total,24.8,Звірівське ЛМГ
2003,В.-Волинське ДЛМГ,area_total,55.8,Володимир-Волинське ЛМГ
2003,Любешівське ДЛМГ,area_total,44.6,Любешівське ЛМГ
2003,Ратнівське ДЛМГ,area_total,55.3,Ратнівське ЛМГ
2003,Городоцький ДЛГ,area_total,21.7,Городоцьке ЛГ
2003,К.-Каширський ДЛГ,area_total,43.7,Камінь-Каширське ЛГ
2003,Ківерцівський ДЛГ,area_total,8.7,Ківерцівське ЛГ
2003,Ковельський ДЛГ,area_total,8.6,Ковельське ЛГ
2003,Колківський ДЛГ,area_total,47.2,Колківське ЛГ
2003,Любомльський ДЛГ,area_total,7.8,Любомльське ЛГ
2003,Маневицький ДЛГ,area_total,33.6,Маневицьке ЛГ
2003,Цуманський ДЛГ,area_total,27.2,Цуманське ЛГ
2003,Шацький ДЛГ,area_total,11.3,Шацьке ЛГ
2003,В.-Волинська р/р УТМР,area_total,39.8,Володимир-Волинська р/о УТМР
2003,Іваничівська р/р УТМР,area_total,38.7,Іваничівська р/о УТМР
2003,К.-Каширська р/р УТМР,area_total,69.0,Камінь-Каширська р/о УТМР
2003,Ківерцівська р/р УТМР,area_total,59.4,Ківерцівська р/о УТМР
2003,Ковельська р/р УТМР,area_total,76.5,Ковельська м/о УТМР
2003,Локачинська р/р УТМР,area_total,34.3,Локачинська р/о УТМР
2003,Луцька р/р УТМР,area_total,69.6,Луцька р/о УТМР
2003,Любешівська р/р УТМР,area_total,89.2,Любешівська р/о УТМР
2003,Любомльська р/р УТМР,area_total,93.7,Любомльська р/о УТМР
2003,Маневицька р/р УТМР,area_total,35.9,Маневицька р/о УТМР
2003,Ратнівська р/р УТМР,area_total,52.3,Ратнівська р/о УТМР
2003,Рожищенська р/р УТМР,area_total,73.9,Рожищенська р/о УТМР
2003,Старовижівська р/р УТМР,area_total,48.9,Старовижівська р/о УТМР
2003,Шацька р/р УТМР,area_total,21.5,Шацька р/о УТМР
2003,Облрада УТМР,area_total,17.8,Облрада УТМР
2003,"Турійське РТМР ""Тур""",area_total,98.8,Турійське РТМР Тур
2003,"Ковельське СЛГП ""Тур""",area_total,29.0,"Ковельське СЛАП ""Тур"""
2003,К.-Каширське СЛГП,area_total,26.5,Камінь-Каширськагроліс
2003,"ТзОВ""Феміда-Інтер"" ",area_total,18.7,Феміда-Інтер
2003,"ТзОВ ""Вікінг""",area_total,11.8,Вікінг
2003,Шацький ПНП,area_total,32.2,Шацький НПП
2003,"ДМГ ""Борове""",area_managed,25.1,Борове ЛМГ
2003,"ДМГ ""Горохівське""",area_managed,10.1,Горохівське ЛМГ
2003,"ДМГ ""Старовижівське""",area_managed,38.3,Старовижівське ЛГ
2003,"ДМГ ""Звірівське"" ",area_managed,24.8,Звірівське ЛМГ
2003,В.-Волинське ДЛМГ,area_managed,28.0,Володимир-Волинське ЛМГ
2003,Любешівське ДЛМГ,area_managed,18.6,Любешівське ЛМГ
2003,Ратнівське ДЛМГ,area_managed,55.3,Ратнівське ЛМГ
2003,Городоцький ДЛГ,area_managed,21.7,Городоцьке ЛГ
2003,К.-Каширський ДЛГ,area_managed,43.7,Камінь-Каширське ЛГ
2003,Ківерцівський ДЛГ,area_managed,8.7,Ківерцівське ЛГ
2003,Ковельський ДЛГ,area_managed,8.6,Ковельське ЛГ
2003,Колківський ДЛГ,area_managed,14.5,Колківське ЛГ
2003,Любомльський ДЛГ,area_managed,7.8,Любомльське ЛГ
2003,Маневицький ДЛГ,area_managed,20.4,Маневицьке ЛГ
2003,Цуманський ДЛГ,area_managed,27.2,Цуманське ЛГ
2003,Шацький ДЛГ,area_managed,11.3,Шацьке ЛГ
2003,В.-Волинська р/р УТМР,area_managed,28.1,Володимир-Волинська р/о УТМР
2003,Іваничівська р/р УТМР,area_managed,36.5,Іваничівська р/о УТМР
2003,К.-Каширська р/р УТМР,area_managed,69.0,Камінь-Каширська р/о УТМР
2003,Ківерцівська р/р УТМР,area_managed,59.4,Ківерцівська р/о УТМР
2003,Ковельська р/р УТМР,area_managed,76.5,Ковельська м/о УТМР
2003,Локачинська р/р УТМР,area_managed,34.3,Локачинська р/о УТМР
2003,Луцька р/р УТМР,area_managed,69.6,Луцька р/о УТМР
2003,Любешівська р/р УТМР,area_managed,89.2,Любешівська р/о УТМР
2003,Любомльська р/р УТМР,area_managed,81.8,Любомльська р/о УТМР
2003,Маневицька р/р УТМР,area_managed,35.9,Маневицька р/о УТМР
2003,Ратнівська р/р УТМР,area_managed,52.3,Ратнівська р/о УТМР
2003,Рожищенська р/р УТМР,area_managed,70.1,Рожищенська р/о УТМР
2003,Старовижівська р/р УТМР,area_managed,39.6,Старовижівська р/о УТМР
2003,Шацька р/р УТМР,area_managed,21.5,Шацька р/о УТМР
2003,Облрада УТМР,area_managed,17.8,Облрада УТМР
2003,"Турійське РТМР ""Тур""",area_managed,98.8,Турійське РТМР Тур
2003,"Ковельське СЛГП ""Тур""",area_managed,,"Ковельське СЛАП ""Тур"""
2003,К.-Каширське СЛГП,area_managed,15.6,Камінь-Каширськагроліс
2003,"ТзОВ""Феміда-Інтер"" ",area_managed,,Феміда-Інтер
2003,"ТзОВ ""Вікінг""",area_managed,9.8,Вікінг
2003,Шацький ПНП,area_managed,32.2,Шацький НПП
2003,"ДМГ ""Борове""",area_counted,25.1,Борове ЛМГ
2003,"ДМГ ""Горохівське""",area_counted,40.0,Горохівське ЛМГ
2003,"ДМГ ""Старовижівське""",area_counted,38.3,Старовижівське ЛГ
2003,"ДМГ ""Звірівське"" ",area_counted,24.8,Звірівське ЛМГ
2003,В.-Волинське ДЛМГ,area_counted,55.8,Володимир-Волинське ЛМГ
2003,Любешівське ДЛМГ,area_counted,44.6,Любешівське ЛМГ
2003,Ратнівське ДЛМГ,area_counted,55.3,Ратнівське ЛМГ
2003,Городоцький ДЛГ,area_counted,21.7,Городоцьке ЛГ
2003,К.-Каширський ДЛГ,area_counted,43.7,Камінь-Каширське ЛГ
2003,Ківерцівський ДЛГ,area_counted,8.7,Ківерцівське ЛГ
2003,Ковельський ДЛГ,area_counted,8.6,Ковельське ЛГ
2003,Колківський ДЛГ,area_counted,47.2,Колківське ЛГ
2003,Любомльський ДЛГ,area_counted,7.8,Любомльське ЛГ
2003,Маневицький ДЛГ,area_counted,33.6,Маневицьке ЛГ
2003,Цуманський ДЛГ,area_counted,27.2,Цуманське ЛГ
2003,Шацький ДЛГ,area_counted,11.3,Шацьке ЛГ
2003,В.-Волинська р/р УТМР,area_counted,9.3,Володимир-Волинська р/о УТМР
2003,Іваничівська р/р УТМР,area_counted,10.6,Іваничівська р/о УТМР
2003,К.-Каширська р/р УТМР,area_counted,17.2,Камінь-Каширська р/о УТМР
2003,Ківерцівська р/р УТМР,area_counted,18.3,Ківерцівська р/о УТМР
2003,Ковельська р/р УТМР,area_counted,19.3,Ковельська м/о УТМР
2003,Локачинська р/р УТМР,area_counted,10.9,Локачинська р/о УТМР
2003,Луцька р/р УТМР,area_counted,19.1,Луцька р/о УТМР
2003,Любешівська р/р УТМР,area_counted,25.0,Любешівська р/о УТМР
2003,Любомльська р/р УТМР,area_counted,24.1,Любомльська р/о УТМР
2003,Маневицька р/р УТМР,area_counted,11.1,Маневицька р/о УТМР
2003,Ратнівська р/р УТМР,area_counted,13.9,Ратнівська р/о УТМР
2003,Рожищенська р/р УТМР,area_counted,20.5,Рожищенська р/о УТМР
2003,Старовижівська р/р УТМР,area_counted,13.1,Старовижівська р/о УТМР
2003,Шацька р/р УТМР,area_counted,6.6,Шацька р/о УТМР
2003,Облрада УТМР,area_counted,10.5,Облрада УТМР
2003,"Турійське РТМР ""Тур""",area_counted,30.1,Турійське РТМР Тур
2003,"Ковельське СЛГП ""Тур""",area_counted,29.0,"Ковельське СЛАП ""Тур"""
2003,К.-Каширське СЛГП,area_counted,21.0,Камінь-Каширськагроліс
2003,"ТзОВ""Феміда-Інтер"" ",area_counted,18.7,Феміда-Інтер
2003,"ТзОВ ""Вікінг""",area_counted,11.8,Вікінг
2003,Шацький ПНП,area_counted,32.2,Шацький НПП
2003,"ДМГ ""Борове""",staff_total,17.0,Борове ЛМГ
2003,"ДМГ ""Горохівське""",staff_total,20.0,Горохівське ЛМГ
2003,"ДМГ ""Старовижівське""",staff_total,21.0,Старовижівське ЛГ
2003,"ДМГ ""Звірівське"" ",staff_total,22.0,Звірівське ЛМГ
2003,В.-Волинське ДЛМГ,staff_total,12.0,Володимир-Волинське ЛМГ
2003,Любешівське ДЛМГ,staff_total,8.0,Любешівське ЛМГ
2003,Ратнівське ДЛМГ,staff_total,5.0,Ратнівське ЛМГ
2003,Городоцький ДЛГ,staff_total,5.0,Городоцьке ЛГ
2003,К.-Каширський ДЛГ,staff_total,4.0,Камінь-Каширське ЛГ
2003,Ківерцівський ДЛГ,staff_total,1.0,Ківерцівське ЛГ
2003,Ковельський ДЛГ,staff_total,1.0,Ковельське ЛГ
2003,Колківський ДЛГ,staff_total,5.0,Колківське ЛГ
2003,Любомльський ДЛГ,staff_total,1.0,Любомльське ЛГ
2003,Маневицький ДЛГ,staff_total,5.0,Маневицьке ЛГ
2003,Цуманський ДЛГ,staff_total,8.0,Цуманське ЛГ
2003,Шацький ДЛГ,staff_total,4.0,Шацьке ЛГ
2003,В.-Волинська р/р УТМР,staff_total,3.0,Володимир-Волинська р/о УТМР
2003,Іваничівська р/р УТМР,staff_total,4.0,Іваничівська р/о УТМР
2003,К.-Каширська р/р УТМР,staff_total,4.0,Камінь-Каширська р/о УТМР
2003,Ківерцівська р/р УТМР,staff_total,4.0,Ківерцівська р/о УТМР
2003,Ковельська р/р УТМР,staff_total,8.0,Ковельська м/о УТМР
2003,Локачинська р/р УТМР,staff_total,3.0,Локачинська р/о УТМР
2003,Луцька р/р УТМР,staff_total,4.0,Луцька р/о УТМР
2003,Любешівська р/р УТМР,staff_total,3.0,Любешівська р/о УТМР
2003,Любомльська р/р УТМР,staff_total,5.0,Любомльська р/о УТМР
2003,Маневицька р/р УТМР,staff_total,2.0,Маневицька р/о УТМР
2003,Ратнівська р/р УТМР,staff_total,2.0,Ратнівська р/о УТМР
2003,Рожищенська р/р УТМР,staff_total,4.0,Рожищенська р/о УТМР
2003,Старовижівська р/р УТМР,staff_total,4.0,Старовижівська р/о УТМР
2003,Шацька р/р УТМР,staff_total,3.0,Шацька р/о УТМР
2003,Облрада УТМР,staff_total,2.0,Облрада УТМР
2003,"Турійське РТМР ""Тур""",staff_total,9.0,Турійське РТМР Тур
2003,"Ковельське СЛГП ""Тур""",staff_total,5.0,"Ковельське СЛАП ""Тур"""
2003,К.-Каширське СЛГП,staff_total,4.0,Камінь-Каширськагроліс
2003,"ТзОВ""Феміда-Інтер"" ",staff_total,9.0,Феміда-Інтер
2003,"ТзОВ ""Вікінг""",staff_total,3.0,Вікінг
2003,Шацький ПНП,staff_total,5.0,Шацький НПП
2003,"ДМГ ""Борове""",staff_biologists,,Борове ЛМГ
2003,"ДМГ ""Горохівське""",staff_biologists,1.0,Горохівське ЛМГ
2003,"ДМГ ""Старовижівське""",staff_biologists,,Старовижівське ЛГ
2003,"ДМГ ""Звірівське"" ",staff_biologists,1.0,Звірівське ЛМГ
2003,В.-Волинське ДЛМГ,staff_biologists,4.0,Володимир-Волинське ЛМГ
2003,Любешівське ДЛМГ,staff_biologists,1.0,Любешівське ЛМГ
2003,Ратнівське ДЛМГ,staff_biologists,1.0,Ратнівське ЛМГ
2003,Городоцький ДЛГ,staff_biologists,1.0,Городоцьке ЛГ
2003,К.-Каширський ДЛГ,staff_biologists,1.0,Камінь-Каширське ЛГ
2003,Ківерцівський ДЛГ,staff_biologists,1.0,Ківерцівське ЛГ
2003,Ковельський ДЛГ,staff_biologists,,Ковельське ЛГ
2003,Колківський ДЛГ,staff_biologists,1.0,Колківське ЛГ
2003,Любомльський ДЛГ,staff_biologists,,Любомльське ЛГ
2003,Маневицький ДЛГ,staff_biologists,1.0,Маневицьке ЛГ
2003,Цуманський ДЛГ,staff_biologists,1.0,Цуманське ЛГ
2003,Шацький ДЛГ,staff_biologists,,Шацьке ЛГ
2003,В.-Волинська р/р УТМР,staff_biologists,,Володимир-Волинська р/о УТМР
2003,Іваничівська р/р УТМР,staff_biologists,,Іваничівська р/о УТМР
2003,К.-Каширська р/р УТМР,staff_biologists,,Камінь-Каширська р/о УТМР
2003,Ківерцівська р/р УТМР,staff_biologists,,Ківерцівська р/о УТМР
2003,Ковельська р/р УТМР,staff_biologists,,Ковельська м/о УТМР
2003,Локачинська р/р УТМР,staff_biologists,,Локачинська р/о УТМР
2003,Луцька р/р УТМР,staff_biologists,,Луцька р/о УТМР
2003,Любешівська р/р УТМР,staff_biologists,,Любешівська р/о УТМР
2003,Любомльська р/р УТМР,staff_biologists,,Любомльська р/о УТМР
2003,Маневицька р/р УТМР,staff_biologists,,Маневицька р/о УТМР
2003,Ратнівська р/р УТМР,staff_biologists,,Ратнівська р/о УТМР
2003,Рожищенська р/р УТМР,staff_biologists,,Рожищенська р/о УТМР
2003,Старовижівська р/р УТМР,staff_biologists,,Старовижівська р/о УТМР
2003,Шацька р/р УТМР,staff_biologists,,Шацька р/о УТМР
2003,Облрада УТМР,staff_biologists,1.0,Облрада УТМР
2003,"Турійське РТМР ""Тур""",staff_biologists,1.0,Турійське РТМР Тур
2003,"Ковельське СЛГП ""Тур""",staff_biologists,1.0,"Ковельське СЛАП ""Тур"""
2003,К.-Каширське СЛГП,staff_biologists,1.0,Камінь-Каширськагроліс
2003,"ТзОВ""Феміда-Інтер"" ",staff_biologists,,Феміда-Інтер
2003,"ТзОВ ""Вікінг""",staff_biologists,1.0,Вікінг
2003,Шацький ПНП,staff_biologists,1.0,Шацький НПП
2003,"ДМГ ""Борове""",staff_rangers,8.0,Борове ЛМГ
2003,"ДМГ ""Горохівське""",staff_rangers,14.0,Горохівське ЛМГ
2003,"ДМГ ""Старовижівське""",staff_rangers,12.0,Старовижівське ЛГ
2003,"ДМГ ""Звірівське"" ",staff_rangers,10.0,Звірівське ЛМГ
2003,В.-Волинське ДЛМГ,staff_rangers,8.0,Володимир-Волинське ЛМГ
2003,Любешівське ДЛМГ,staff_rangers,7.0,Любешівське ЛМГ
2003,Ратнівське ДЛМГ,staff_rangers,4.0,Ратнівське ЛМГ
2003,Городоцький ДЛГ,staff_rangers,4.0,Городоцьке ЛГ
2003,К.-Каширський ДЛГ,staff_rangers,3.0,Камінь-Каширське ЛГ
2003,Ківерцівський ДЛГ,staff_rangers,,Ківерцівське ЛГ
2003,Ковельський ДЛГ,staff_rangers,1.0,Ковельське ЛГ
2003,Колківський ДЛГ,staff_rangers,4.0,Колківське ЛГ
2003,Любомльський ДЛГ,staff_rangers,1.0,Любомльське ЛГ
2003,Маневицький ДЛГ,staff_rangers,4.0,Маневицьке ЛГ
2003,Цуманський ДЛГ,staff_rangers,7.0,Цуманське ЛГ
2003,Шацький ДЛГ,staff_rangers,4.0,Шацьке ЛГ
2003,В.-Волинська р/р УТМР,staff_rangers,3.0,Володимир-Волинська р/о УТМР
2003,Іваничівська р/р УТМР,staff_rangers,4.0,Іваничівська р/о УТМР
2003,К.-Каширська р/р УТМР,staff_rangers,4.0,Камінь-Каширська р/о УТМР
2003,Ківерцівська р/р УТМР,staff_rangers,4.0,Ківерцівська р/о УТМР
2003,Ковельська р/р УТМР,staff_rangers,6.0,Ковельська м/о УТМР
2003,Локачинська р/р УТМР,staff_rangers,3.0,Локачинська р/о УТМР
2003,Луцька р/р УТМР,staff_rangers,4.0,Луцька р/о УТМР
2003,Любешівська р/р УТМР,staff_rangers,3.0,Любешівська р/о УТМР
2003,Любомльська р/р УТМР,staff_rangers,5.0,Любомльська р/о УТМР
2003,Маневицька р/р УТМР,staff_rangers,2.0,Маневицька р/о УТМР
2003,Ратнівська р/р УТМР,staff_rangers,2.0,Ратнівська р/о УТМР
2003,Рожищенська р/р УТМР,staff_rangers,3.0,Рожищенська р/о УТМР
2003,Старовижівська р/р УТМР,staff_rangers,4.0,Старовижівська р/о УТМР
2003,Шацька р/р УТМР,staff_rangers,3.0,Шацька р/о УТМР
2003,Облрада УТМР,staff_rangers,2.0,Облрада УТМР
2003,"Турійське РТМР ""Тур""",staff_rangers,7.0,Турійське РТМР Тур
2003,"Ковельське СЛГП ""Тур""",staff_rangers,4.0,"Ковельське СЛАП ""Тур"""
2003,К.-Каширське СЛГП,staff_rangers,3.0,Камінь-Каширськагроліс
2003,"ТзОВ""Феміда-Інтер"" ",staff_rangers,8.0,Феміда-Інтер
2003,"ТзОВ ""Вікінг""",staff_rangers,2.0,Вікінг
2003,Шацький ПНП,staff_rangers,4.0,Шацький НПП
2004,"ДМГ ""Борове""",area_total,25.1,Борове ЛМГ
2004,"ДМГ ""Звірівське"" ",area_total,24.8,Звірівське ЛМГ
2004,"ДМГ ""Старовижівське""",area_total,38.3,Старовижівське ЛГ
2004,В.-Волинське ДЛМГ,area_total,55.8,Володимир-Волинське ЛМГ
2004,Горохівське ДЛМГ ,area_total,92.2,Горохівське ЛМГ
2004,Любешівське ДЛМГ,area_total,31.1,Любешівське ЛМГ
2004,Ратнівське ДЛМГ,area_total,55.3,Ратнівське ЛМГ
2004,Городоцький ДЛГ,area_total,21.7,Городоцьке ЛГ
2004,К.-Каширський ДЛГ,area_total,43.7,Камінь-Каширське ЛГ
2004,Ківерцівський ДЛГ,area_total,8.7,Ківерцівське ЛГ
2004,Ковельський ДЛГ,area_total,8.6,Ковельське ЛГ
2004,Колківський ДЛГ,area_total,47.2,Колківське ЛГ
2004,Любомльський ДЛГ,area_total,7.8,Любомльське ЛГ
2004,Маневицький ДЛГ,area_total,44.1,Маневицьке ЛГ
2004,Цуманський ДЛГ,area_total,27.5,Цуманське ЛГ
2004,Шацький ДЛГ,area_total,11.3,Шацьке ЛГ
2004,Черемський природний заповідник ,area_total,3.0,Черемський ПЗ
2004,В.-Волинська р/р УТМР,area_total,39.8,Володимир-Волинська р/о УТМР
2004,Іваничівська р/р УТМР,area_total,38.7,Іваничівська р/о УТМР
2004,К.-Каширська р/р УТМР,area_total,69.0,Камінь-Каширська р/о УТМР
2004,Ківерцівська р/р УТМР,area_total,59.4,Ківерцівська р/о УТМР
2004,Ковельська р/р УТМР,area_total,76.5,Ковельська м/о УТМР
2004,Локачинська р/р УТМР,area_total,34.3,Локачинська р/о УТМР
2004,Луцька р/р УТМР,area_total,69.6,Луцька р/о УТМР
2004,Любешівська р/р УТМР,area_total,89.2,Любешівська р/о УТМР
